"state1","state2","season","jaccard"
"North Carolina","Mississippi","spring",0.375634902585096
"North Dakota","Mississippi","spring",0.101802044109736
"Ohio","Mississippi","spring",0.286210709208656
"Oklahoma","Mississippi","spring",0.350763201320132
"Oregon","Mississippi","spring",0.0854935374395263
"Pennsylvania","Mississippi","spring",0.263023952095808
"Rhode Island","Mississippi","spring",0.239426523297491
"South Carolina","Mississippi","spring",0.4719005630511
"South Dakota","Mississippi","spring",0.138071191033379
"Tennessee","Mississippi","spring",0.392967361825493
"Texas","Mississippi","spring",0.277170274492301
"Utah","Mississippi","spring",0.082906954709115
"Vermont","Mississippi","spring",0.195679121657517
"Virginia","Mississippi","spring",0.341573033707865
"Washington","Mississippi","spring",0.0842323355004644
"West Virginia","Mississippi","spring",0.287390943082676
"Wisconsin","Mississippi","spring",0.221090473337328
"Wyoming","Mississippi","spring",0.0612731192556451
"Alabama","Missouri","spring",0.394260193532379
"Alaska","Missouri","spring",0.0595538131242416
"Arizona","Missouri","spring",0.111845768374165
"Arkansas","Missouri","spring",0.521619841966637
"California","Missouri","spring",0.0870081480571592
"Colorado","Missouri","spring",0.181301950456753
"Connecticut","Missouri","spring",0.370098039215686
"Delaware","Missouri","spring",0.371278672523182
"Florida","Missouri","spring",0.218109086291193
"Georgia","Missouri","spring",0.380548585272995
"Hawaii","Missouri","spring",0.0395331325301205
"Idaho","Missouri","spring",0.123073864201213
"Illinois","Missouri","spring",0.525788387857353
"Indiana","Missouri","spring",0.479131711409396
"Iowa","Missouri","spring",0.398650306748466
"Kansas","Missouri","spring",0.443047523258738
"Kentucky","Missouri","spring",0.513558754603281
"Louisiana","Missouri","spring",0.351737220447284
"Maine","Missouri","spring",0.264381062133871
"Maryland","Missouri","spring",0.434609388532825
"Massachusetts","Missouri","spring",0.335633626097867
"Michigan","Missouri","spring",0.37972114366396
"Minnesota","Missouri","spring",0.345909600298842
"Mississippi","Missouri","spring",0.36408263448558
"Montana","Missouri","spring",0.126354528726232
"Nebraska","Missouri","spring",0.353436018957346
"Nevada","Missouri","spring",0.0865198918501352
"New Hampshire","Missouri","spring",0.289473684210526
"New Jersey","Missouri","spring",0.400948036848225
"New Mexico","Missouri","spring",0.138101924506484
"New York","Missouri","spring",0.34592582379705
"North Carolina","Missouri","spring",0.376581347455134
"North Dakota","Missouri","spring",0.149396642182581
"Ohio","Missouri","spring",0.458762440501947
"Oklahoma","Missouri","spring",0.448849782677833
"Oregon","Missouri","spring",0.122841105354059
"Pennsylvania","Missouri","spring",0.403040295986488
"Rhode Island","Missouri","spring",0.300071275837491
"South Carolina","Missouri","spring",0.36329269445232
"South Dakota","Missouri","spring",0.211559836976658
"Tennessee","Missouri","spring",0.481463741737714
"Texas","Missouri","spring",0.261397849462366
"Utah","Missouri","spring",0.123291518442239
"Vermont","Missouri","spring",0.314712751050911
"Virginia","Missouri","spring",0.425649484536082
"Washington","Missouri","spring",0.126806927150422
"West Virginia","Missouri","spring",0.406029714781477
"Wisconsin","Missouri","spring",0.391875410451262
"Wyoming","Missouri","spring",0.098041385415514
"Alabama","Montana","spring",0.0745441957073621
"Alaska","Montana","spring",0.171072664359862
"Arizona","Montana","spring",0.132802354774478
"Arkansas","Montana","spring",0.101244230383303
"California","Montana","spring",0.123575227963526
"Colorado","Montana","spring",0.319521178637201
"Connecticut","Montana","spring",0.133667416649622
"Delaware","Montana","spring",0.118269488347174
"Florida","Montana","spring",0.0503448720428028
"Georgia","Montana","spring",0.0801984291029351
"Hawaii","Montana","spring",0.0264350453172205
"Idaho","Montana","spring",0.429275756545393
"Illinois","Montana","spring",0.138828828828829
"Indiana","Montana","spring",0.133057183269347
"Iowa","Montana","spring",0.173493311267411
"Kansas","Montana","spring",0.157100511991377
"Kentucky","Montana","spring",0.113394533694972
"Louisiana","Montana","spring",0.0747880500605571
"Maine","Montana","spring",0.174937114109307
"Maryland","Montana","spring",0.110894467462832
"Massachusetts","Montana","spring",0.129282120897549
"Michigan","Montana","spring",0.177258451875115
"Minnesota","Montana","spring",0.208390141583639
"Mississippi","Montana","spring",0.0766694146743611
"Missouri","Montana","spring",0.126354528726232
"Nebraska","Montana","spring",0.220045753503003
"Nevada","Montana","spring",0.223767013025026
"New Hampshire","Montana","spring",0.168375540457072
"New Jersey","Montana","spring",0.116803636999475
"New Mexico","Montana","spring",0.201478539115083
"New York","Montana","spring",0.126506840037925
"North Carolina","Montana","spring",0.0896447259708069
"North Dakota","Montana","spring",0.253307725138711
"Ohio","Montana","spring",0.126472011614777
"Oklahoma","Montana","spring",0.126358695652174
"Oregon","Montana","spring",0.257343487291069
"Pennsylvania","Montana","spring",0.125599381283836
"Rhode Island","Montana","spring",0.142087351106069
"South Carolina","Montana","spring",0.0776345291479821
"South Dakota","Montana","spring",0.283858998144712
"Tennessee","Montana","spring",0.105591700369263
"Texas","Montana","spring",0.0749294597136587
"Utah","Montana","spring",0.303706884213539
"Vermont","Montana","spring",0.167432150313152
"Virginia","Montana","spring",0.102128311131527
"Washington","Montana","spring",0.271612265084075
"West Virginia","Montana","spring",0.134188900146347
"Wisconsin","Montana","spring",0.181485510829789
"Wyoming","Montana","spring",0.422532362459547
"Alabama","Nebraska","spring",0.207105064247921
"Alaska","Nebraska","spring",0.0680640886640164
"Arizona","Nebraska","spring",0.137820512820513
"Arkansas","Nebraska","spring",0.284424379232506
"California","Nebraska","spring",0.0858754512635379
"Colorado","Nebraska","spring",0.275276673471581
"Connecticut","Nebraska","spring",0.271017699115044
"Delaware","Nebraska","spring",0.291531425199174
"Florida","Nebraska","spring",0.130908844643099
"Georgia","Nebraska","spring",0.209156193895871
"Hawaii","Nebraska","spring",0.0365750272496064
"Idaho","Nebraska","spring",0.190006752194463
"Illinois","Nebraska","spring",0.335448868870918
"Indiana","Nebraska","spring",0.313885119855269
"Iowa","Nebraska","spring",0.421917371191578
"Kansas","Nebraska","spring",0.452357881136951
"Kentucky","Nebraska","spring",0.295672514619883
"Louisiana","Nebraska","spring",0.22076200993926
"Maine","Nebraska","spring",0.226855042499426
"Maryland","Nebraska","spring",0.259527643585615
"Massachusetts","Nebraska","spring",0.234365719134493
"Michigan","Nebraska","spring",0.282801677885084
"Minnesota","Nebraska","spring",0.320527015057573
"Mississippi","Nebraska","spring",0.218206308227635
"Missouri","Nebraska","spring",0.353436018957346
"Montana","Nebraska","spring",0.220045753503003
"Nevada","Nebraska","spring",0.141090719770923
"New Hampshire","Nebraska","spring",0.24469964664311
"New Jersey","Nebraska","spring",0.2537100456621
"New Mexico","Nebraska","spring",0.203281483059876
"New York","Nebraska","spring",0.221521256004015
"North Carolina","Nebraska","spring",0.203812207965586
"North Dakota","Nebraska","spring",0.281224489795918
"Ohio","Nebraska","spring",0.274929027679205
"Oklahoma","Nebraska","spring",0.351135814403093
"Oregon","Nebraska","spring",0.13822125813449
"Pennsylvania","Nebraska","spring",0.248977206312098
"Rhode Island","Nebraska","spring",0.264046622833234
"South Carolina","Nebraska","spring",0.211076174054164
"South Dakota","Nebraska","spring",0.374812312312312
"Tennessee","Nebraska","spring",0.258971871968962
"Texas","Nebraska","spring",0.176764276898912
"Utah","Nebraska","spring",0.193726474278545
"Vermont","Nebraska","spring",0.254220779220779
"Virginia","Nebraska","spring",0.239407134483336
"Washington","Nebraska","spring",0.14328821450125
"West Virginia","Nebraska","spring",0.273235329850565
"Wisconsin","Nebraska","spring",0.319128484460109
"Wyoming","Nebraska","spring",0.198710717163578
"Alabama","Nevada","spring",0.0611177525403467
"Alaska","Nevada","spring",0.0762470602797376
"Arizona","Nevada","spring",0.232099907493062
"Arkansas","Nevada","spring",0.0800732318365774
"California","Nevada","spring",0.18014324524574
"Colorado","Nevada","spring",0.229039714225678
"Connecticut","Nevada","spring",0.0769743101807802
"Delaware","Nevada","spring",0.0854938661945112
"Florida","Nevada","spring",0.0509983466870151
"Georgia","Nevada","spring",0.0652835629605896
"Hawaii","Nevada","spring",0.0392764217569074
"Idaho","Nevada","spring",0.284525048312769
"Illinois","Nevada","spring",0.0861312637084528
"Indiana","Nevada","spring",0.0820338342311691
"Iowa","Nevada","spring",0.102939321306926
"Kansas","Nevada","spring",0.115297092288243
"Kentucky","Nevada","spring",0.0761716822890972
"Louisiana","Nevada","spring",0.0728509463722398
"Maine","Nevada","spring",0.0835051546391753
"Maryland","Nevada","spring",0.0712470153277363
"Massachusetts","Nevada","spring",0.0717960187877432
"Michigan","Nevada","spring",0.0891163883527733
"Minnesota","Nevada","spring",0.0999251497005988
"Mississippi","Nevada","spring",0.0687343671835918
"Missouri","Nevada","spring",0.0865198918501352
"Montana","Nevada","spring",0.223767013025026
"Nebraska","Nevada","spring",0.141090719770923
"New Hampshire","Nevada","spring",0.083268134570247
"New Jersey","Nevada","spring",0.0761975676346488
"New Mexico","Nevada","spring",0.242654452016534
"New York","Nevada","spring",0.0692868462757528
"North Carolina","Nevada","spring",0.0625206748263315
"North Dakota","Nevada","spring",0.140003733432892
"Ohio","Nevada","spring",0.0760836617156714
"Oklahoma","Nevada","spring",0.107300884955752
"Oregon","Nevada","spring",0.202805648457822
"Pennsylvania","Nevada","spring",0.0719826023921711
"Rhode Island","Nevada","spring",0.0899526564965807
"South Carolina","Nevada","spring",0.0682581465008623
"South Dakota","Nevada","spring",0.16742819843342
"Tennessee","Nevada","spring",0.0733199262611027
"Texas","Nevada","spring",0.087383714853141
"Utah","Nevada","spring",0.374779281930547
"Vermont","Nevada","spring",0.0787981859410431
"Virginia","Nevada","spring",0.069835466179159
"Washington","Nevada","spring",0.166458741757263
"West Virginia","Nevada","spring",0.0760960334029228
"Wisconsin","Nevada","spring",0.090420769919427
"Wyoming","Nevada","spring",0.24031404676566
"Alabama","New Hampshire","spring",0.221299696631008
"Alaska","New Hampshire","spring",0.134005096131573
"Arizona","New Hampshire","spring",0.0836716283265674
"Arkansas","New Hampshire","spring",0.242301867743564
"California","New Hampshire","spring",0.0828097239675868
"Colorado","New Hampshire","spring",0.173976876491099
"Connecticut","New Hampshire","spring",0.474815870753148
"Delaware","New Hampshire","spring",0.335402869757174
"Florida","New Hampshire","spring",0.131048645873444
"Georgia","New Hampshire","spring",0.249891464791178
"Hawaii","New Hampshire","spring",0.0309816284378737
"Idaho","New Hampshire","spring",0.159442724458204
"Illinois","New Hampshire","spring",0.330951700485853
"Indiana","New Hampshire","spring",0.339991454817347
"Iowa","New Hampshire","spring",0.304388174466393
"Kansas","New Hampshire","spring",0.230063251891356
"Kentucky","New Hampshire","spring",0.320026393929396
"Louisiana","New Hampshire","spring",0.188864628820961
"Maine","New Hampshire","spring",0.548705631171604
"Maryland","New Hampshire","spring",0.357091172214182
"Massachusetts","New Hampshire","spring",0.436849925705795
"Michigan","New Hampshire","spring",0.428064123376623
"Minnesota","New Hampshire","spring",0.395591269410359
"Mississippi","New Hampshire","spring",0.205403745778324
"Missouri","New Hampshire","spring",0.289473684210526
"Montana","New Hampshire","spring",0.168375540457072
"Nebraska","New Hampshire","spring",0.24469964664311
"Nevada","New Hampshire","spring",0.083268134570247
"New Jersey","New Hampshire","spring",0.37976912541577
"New Mexico","New Hampshire","spring",0.110010901162791
"New York","New Hampshire","spring",0.373919694072658
"North Carolina","New Hampshire","spring",0.28702175543886
"North Dakota","New Hampshire","spring",0.164027149321267
"Ohio","New Hampshire","spring",0.358075113202522
"Oklahoma","New Hampshire","spring",0.206958428870501
"Oregon","New Hampshire","spring",0.151348692301386
"Pennsylvania","New Hampshire","spring",0.383141762452107
"Rhode Island","New Hampshire","spring",0.433766233766234
"South Carolina","New Hampshire","spring",0.243716163959783
"South Dakota","New Hampshire","spring",0.200698588269539
"Tennessee","New Hampshire","spring",0.306492530301607
"Texas","New Hampshire","spring",0.127167927538469
"Utah","New Hampshire","spring",0.130251190991771
"Vermont","New Hampshire","spring",0.515562552985346
"Virginia","New Hampshire","spring",0.324629380053908
"Washington","New Hampshire","spring",0.171622068054179
"West Virginia","New Hampshire","spring",0.409068445762293
"Wisconsin","New Hampshire","spring",0.414597762386787
"Wyoming","New Hampshire","spring",0.124210243312273
"Alabama","New Jersey","spring",0.364062729004837
"Alaska","New Jersey","spring",0.0824180361714427
"Arizona","New Jersey","spring",0.098983513077972
"Arkansas","New Jersey","spring",0.353639514731369
"California","New Jersey","spring",0.106749041995777
"Colorado","New Jersey","spring",0.16519600752206
"Connecticut","New Jersey","spring",0.497477391718229
"Delaware","New Jersey","spring",0.416040100250627
"Florida","New Jersey","spring",0.234014968471919
"Georgia","New Jersey","spring",0.387683146595628
"Hawaii","New Jersey","spring",0.040565807657914
"Idaho","New Jersey","spring",0.12370867768595
"Illinois","New Jersey","spring",0.439623584277149
"Indiana","New Jersey","spring",0.436034404708013
"Iowa","New Jersey","spring",0.3072642353175
"Kansas","New Jersey","spring",0.2751975332434
"Kentucky","New Jersey","spring",0.418820042604427
"Louisiana","New Jersey","spring",0.299490229396771
"Maine","New Jersey","spring",0.371381306865178
"Maryland","New Jersey","spring",0.553463919274146
"Massachusetts","New Jersey","spring",0.494313210848644
"Michigan","New Jersey","spring",0.427598095550813
"Minnesota","New Jersey","spring",0.340741355004561
"Mississippi","New Jersey","spring",0.311495351464072
"Missouri","New Jersey","spring",0.400948036848225
"Montana","New Jersey","spring",0.116803636999475
"Nebraska","New Jersey","spring",0.2537100456621
"Nevada","New Jersey","spring",0.0761975676346488
"New Hampshire","New Jersey","spring",0.37976912541577
"New Mexico","New Jersey","spring",0.11170745670531
"New York","New Jersey","spring",0.497220854147611
"North Carolina","New Jersey","spring",0.450783077032103
"North Dakota","New Jersey","spring",0.118090986394558
"Ohio","New Jersey","spring",0.484802552852014
"Oklahoma","New Jersey","spring",0.294418799832144
"Oregon","New Jersey","spring",0.147323198942498
"Pennsylvania","New Jersey","spring",0.512883145536207
"Rhode Island","New Jersey","spring",0.381485913194822
"South Carolina","New Jersey","spring",0.376403538618578
"South Dakota","New Jersey","spring",0.158453525641026
"Tennessee","New Jersey","spring",0.431623576357137
"Texas","New Jersey","spring",0.22607934655776
"Utah","New Jersey","spring",0.11665854846566
"Vermont","New Jersey","spring",0.396189804198271
"Virginia","New Jersey","spring",0.514756184869939
"Washington","New Jersey","spring",0.158842614050189
"West Virginia","New Jersey","spring",0.431586113002042
"Wisconsin","New Jersey","spring",0.394051419929424
"Wyoming","New Jersey","spring",0.0843004363568842
"Alabama","New Mexico","spring",0.0982799369747899
"Alaska","New Mexico","spring",0.0741839762611276
"Arizona","New Mexico","spring",0.390854033178267
"Arkansas","New Mexico","spring",0.127102650365143
"California","New Mexico","spring",0.144323645341534
"Colorado","New Mexico","spring",0.350902184235518
"Connecticut","New Mexico","spring",0.108921992631748
"Delaware","New Mexico","spring",0.115125966074476
"Florida","New Mexico","spring",0.0811960962324104
"Georgia","New Mexico","spring",0.0994858969014867
"Hawaii","New Mexico","spring",0.0378434914899686
"Idaho","New Mexico","spring",0.199441520781871
"Illinois","New Mexico","spring",0.135170990566038
"Indiana","New Mexico","spring",0.120590121872996
"Iowa","New Mexico","spring",0.145092460881935
"Kansas","New Mexico","spring",0.1821875
"Kentucky","New Mexico","spring",0.113653320069634
"Louisiana","New Mexico","spring",0.109731876861966
"Maine","New Mexico","spring",0.111328957463132
"Maryland","New Mexico","spring",0.108226567768038
"Massachusetts","New Mexico","spring",0.105783069475337
"Michigan","New Mexico","spring",0.125744155655583
"Minnesota","New Mexico","spring",0.143371757925072
"Mississippi","New Mexico","spring",0.102035708326381
"Missouri","New Mexico","spring",0.138101924506484
"Montana","New Mexico","spring",0.201478539115083
"Nebraska","New Mexico","spring",0.203281483059876
"Nevada","New Mexico","spring",0.242654452016534
"New Hampshire","New Mexico","spring",0.110010901162791
"New Jersey","New Mexico","spring",0.11170745670531
"New York","New Mexico","spring",0.104435966061158
"North Carolina","New Mexico","spring",0.098133049745953
"North Dakota","New Mexico","spring",0.149208039398376
"Ohio","New Mexico","spring",0.114613180515759
"Oklahoma","New Mexico","spring",0.199751861042184
"Oregon","New Mexico","spring",0.152969227330303
"Pennsylvania","New Mexico","spring",0.109082756853702
"Rhode Island","New Mexico","spring",0.110483622548516
"South Carolina","New Mexico","spring",0.101471607982125
"South Dakota","New Mexico","spring",0.19385867554569
"Tennessee","New Mexico","spring",0.112998040496408
"Texas","New Mexico","spring",0.215387019481196
"Utah","New Mexico","spring",0.298971328518275
"Vermont","New Mexico","spring",0.110005571917536
"Virginia","New Mexico","spring",0.107117506614183
"Washington","New Mexico","spring",0.147043701799486
"West Virginia","New Mexico","spring",0.108367153095588
"Wisconsin","New Mexico","spring",0.132614555256065
"Wyoming","New Mexico","spring",0.208240809277079
"Alabama","New York","spring",0.30405013345712
"Alaska","New York","spring",0.100823979757348
"Arizona","New York","spring",0.0951004260499087
"Arkansas","New York","spring",0.284094654274603
"California","New York","spring",0.127453729669097
"Colorado","New York","spring",0.175397292525015
"Connecticut","New York","spring",0.462560656961553
"Delaware","New York","spring",0.2914719178607
"Florida","New York","spring",0.191562965454283
"Georgia","New York","spring",0.313702801461632
"Hawaii","New York","spring",0.0342044819666025
"Idaho","New York","spring",0.125807095786461
"Illinois","New York","spring",0.438865074505001
"Indiana","New York","spring",0.400241408690713
"Iowa","New York","spring",0.268640023859231
"Kansas","New York","spring",0.226255380200861
"Kentucky","New York","spring",0.349683321604504
"Louisiana","New York","spring",0.228042056673933
"Maine","New York","spring",0.394772018416753
"Maryland","New York","spring",0.492095526404305
"Massachusetts","New York","spring",0.545305676855895
"Michigan","New York","spring",0.503537568982595
"Minnesota","New York","spring",0.398310409830343
"Mississippi","New York","spring",0.232379713914174
"Missouri","New York","spring",0.34592582379705
"Montana","New York","spring",0.126506840037925
"Nebraska","New York","spring",0.221521256004015
"Nevada","New York","spring",0.0692868462757528
"New Hampshire","New York","spring",0.373919694072658
"New Jersey","New York","spring",0.497220854147611
"New Mexico","New York","spring",0.104435966061158
"North Carolina","New York","spring",0.410632500434808
"North Dakota","New York","spring",0.102007970570202
"Ohio","New York","spring",0.511637293152159
"Oklahoma","New York","spring",0.237358829568789
"Oregon","New York","spring",0.163896659535955
"Pennsylvania","New York","spring",0.567214897376648
"Rhode Island","New York","spring",0.294862772695285
"South Carolina","New York","spring",0.282295732292533
"South Dakota","New York","spring",0.143683274021352
"Tennessee","New York","spring",0.375326200417537
"Texas","New York","spring",0.212593828190158
"Utah","New York","spring",0.113745574102175
"Vermont","New York","spring",0.455714919414461
"Virginia","New York","spring",0.466009473818973
"Washington","New York","spring",0.184606000110908
"West Virginia","New York","spring",0.377799199169509
"Wisconsin","New York","spring",0.452763176587583
"Wyoming","New York","spring",0.0841414916625968
"Alabama","North Carolina","spring",0.483972602739726
"Alaska","North Carolina","spring",0.0650540469285526
"Arizona","North Carolina","spring",0.0935543278084714
"Arkansas","North Carolina","spring",0.374227259346482
"California","North Carolina","spring",0.104240033807579
"Colorado","North Carolina","spring",0.137008247789711
"Connecticut","North Carolina","spring",0.377961998386032
"Delaware","North Carolina","spring",0.320197449609214
"Florida","North Carolina","spring",0.313191023535851
"Georgia","North Carolina","spring",0.505656272661349
"Hawaii","North Carolina","spring",0.0439936775553214
"Idaho","North Carolina","spring",0.0934953829440521
"Illinois","North Carolina","spring",0.386529415774763
"Indiana","North Carolina","spring",0.352958008441233
"Iowa","North Carolina","spring",0.238972555615014
"Kansas","North Carolina","spring",0.236880078985342
"Kentucky","North Carolina","spring",0.405262755297177
"Louisiana","North Carolina","spring",0.357729593724562
"Maine","North Carolina","spring",0.27756059421423
"Maryland","North Carolina","spring",0.513597733711048
"Massachusetts","North Carolina","spring",0.397938936183832
"Michigan","North Carolina","spring",0.348038245961095
"Minnesota","North Carolina","spring",0.278350515463918
"Mississippi","North Carolina","spring",0.375634902585096
"Missouri","North Carolina","spring",0.376581347455134
"Montana","North Carolina","spring",0.0896447259708069
"Nebraska","North Carolina","spring",0.203812207965586
"Nevada","North Carolina","spring",0.0625206748263315
"New Hampshire","North Carolina","spring",0.28702175543886
"New Jersey","North Carolina","spring",0.450783077032103
"New Mexico","North Carolina","spring",0.098133049745953
"New York","North Carolina","spring",0.410632500434808
"North Dakota","North Carolina","spring",0.0830806065442937
"Ohio","North Carolina","spring",0.43489203868062
"Oklahoma","North Carolina","spring",0.298130972456436
"Oregon","North Carolina","spring",0.12222344402903
"Pennsylvania","North Carolina","spring",0.445780001299461
"Rhode Island","North Carolina","spring",0.266339737921055
"South Carolina","North Carolina","spring",0.48311227637261
"South Dakota","North Carolina","spring",0.119981612013485
"Tennessee","North Carolina","spring",0.496383229997048
"Texas","North Carolina","spring",0.28646188850967
"Utah","North Carolina","spring",0.0903723887375114
"Vermont","North Carolina","spring",0.313987473903967
"Virginia","North Carolina","spring",0.542984845310427
"Washington","North Carolina","spring",0.12822483258316
"West Virginia","North Carolina","spring",0.379784178247031
"Wisconsin","North Carolina","spring",0.323362974939369
"Wyoming","North Carolina","spring",0.0608526573527294
"Alabama","North Dakota","spring",0.0818324558972938
"Alaska","North Dakota","spring",0.0866748380318683
"Arizona","North Dakota","spring",0.0912938331318017
"Arkansas","North Dakota","spring",0.123856167031834
"California","North Dakota","spring",0.0519512434876634
"Colorado","North Dakota","spring",0.186421025508889
"Connecticut","North Dakota","spring",0.136275897567881
"Delaware","North Dakota","spring",0.157235093049753
"Florida","North Dakota","spring",0.0562786848243172
"Georgia","North Dakota","spring",0.0880724710619024
"Hawaii","North Dakota","spring",0.0266272189349112
"Idaho","North Dakota","spring",0.191786129407207
"Illinois","North Dakota","spring",0.150293498726326
"Indiana","North Dakota","spring",0.150783457487799
"Iowa","North Dakota","spring",0.246561690253139
"Kansas","North Dakota","spring",0.22305909617613
"Kentucky","North Dakota","spring",0.134195634599838
"Louisiana","North Dakota","spring",0.0986910994764398
"Maine","North Dakota","spring",0.155763688760807
"Maryland","North Dakota","spring",0.107995342518921
"Massachusetts","North Dakota","spring",0.112598277798577
"Michigan","North Dakota","spring",0.148204903677758
"Minnesota","North Dakota","spring",0.196822936846184
"Mississippi","North Dakota","spring",0.101802044109736
"Missouri","North Dakota","spring",0.149396642182581
"Montana","North Dakota","spring",0.253307725138711
"Nebraska","North Dakota","spring",0.281224489795918
"Nevada","North Dakota","spring",0.140003733432892
"New Hampshire","North Dakota","spring",0.164027149321267
"New Jersey","North Dakota","spring",0.118090986394558
"New Mexico","North Dakota","spring",0.149208039398376
"New York","North Dakota","spring",0.102007970570202
"North Carolina","North Dakota","spring",0.0830806065442937
"Ohio","North Dakota","spring",0.121528442827045
"Oklahoma","North Dakota","spring",0.148982068221653
"Oregon","North Dakota","spring",0.106783786644089
"Pennsylvania","North Dakota","spring",0.110719768807008
"Rhode Island","North Dakota","spring",0.179857578840285
"South Carolina","North Dakota","spring",0.0915078804987062
"South Dakota","North Dakota","spring",0.415351941747573
"Tennessee","North Dakota","spring",0.111709576645481
"Texas","North Dakota","spring",0.0679221082089552
"Utah","North Dakota","spring",0.173831135468402
"Vermont","North Dakota","spring",0.148867730313948
"Virginia","North Dakota","spring",0.099628656824563
"Washington","North Dakota","spring",0.111448941077794
"West Virginia","North Dakota","spring",0.14110608492631
"Wisconsin","North Dakota","spring",0.170976317061382
"Wyoming","North Dakota","spring",0.26636628677445
"Alabama","Ohio","spring",0.362360709863805
"Alaska","Ohio","spring",0.0844077051418171
"Arizona","Ohio","spring",0.0993435194329867
"Arkansas","Ohio","spring",0.370476035213564
"California","Ohio","spring",0.109247489752172
"Colorado","Ohio","spring",0.179011925042589
"Connecticut","Ohio","spring",0.457999483070561
"Delaware","Ohio","spring",0.330114382148884
"Florida","Ohio","spring",0.198137721957557
"Georgia","Ohio","spring",0.363066051341217
"Hawaii","Ohio","spring",0.0343756930583278
"Idaho","Ohio","spring",0.128138116733983
"Illinois","Ohio","spring",0.545842395850761
"Indiana","Ohio","spring",0.508847991505928
"Iowa","Ohio","spring",0.341593416869272
"Kansas","Ohio","spring",0.300811541929666
"Kentucky","Ohio","spring",0.479878103432822
"Louisiana","Ohio","spring",0.279450566506286
"Maine","Ohio","spring",0.353094298429759
"Maryland","Ohio","spring",0.522590714007023
"Massachusetts","Ohio","spring",0.467068066671562
"Michigan","Ohio","spring",0.508972797401543
"Minnesota","Ohio","spring",0.412415588642096
"Mississippi","Ohio","spring",0.286210709208656
"Missouri","Ohio","spring",0.458762440501947
"Montana","Ohio","spring",0.126472011614777
"Nebraska","Ohio","spring",0.274929027679205
"Nevada","Ohio","spring",0.0760836617156714
"New Hampshire","Ohio","spring",0.358075113202522
"New Jersey","Ohio","spring",0.484802552852014
"New Mexico","Ohio","spring",0.114613180515759
"New York","Ohio","spring",0.511637293152159
"North Carolina","Ohio","spring",0.43489203868062
"North Dakota","Ohio","spring",0.121528442827045
"Oklahoma","Ohio","spring",0.306108010376543
"Oregon","Ohio","spring",0.15037827111497
"Pennsylvania","Ohio","spring",0.578816971198513
"Rhode Island","Ohio","spring",0.310813361011512
"South Carolina","Ohio","spring",0.319234566026274
"South Dakota","Ohio","spring",0.171425948030484
"Tennessee","Ohio","spring",0.471744864519223
"Texas","Ohio","spring",0.229859364813263
"Utah","Ohio","spring",0.120464767616192
"Vermont","Ohio","spring",0.427421383647799
"Virginia","Ohio","spring",0.500259509156966
"Washington","Ohio","spring",0.164952950707297
"West Virginia","Ohio","spring",0.46758277229549
"Wisconsin","Ohio","spring",0.479657209418421
"Wyoming","Ohio","spring",0.0880885958238228
"Alabama","Oklahoma","spring",0.344743869871328
"Alaska","Oklahoma","spring",0.04358444486192
"Arizona","Oklahoma","spring",0.148802570093458
"Arkansas","Oklahoma","spring",0.463372717508056
"California","Oklahoma","spring",0.0906716417910448
"Colorado","Oklahoma","spring",0.214962121212121
"Connecticut","Oklahoma","spring",0.264175257731959
"Delaware","Oklahoma","spring",0.30447159293085
"Florida","Oklahoma","spring",0.223154904113127
"Georgia","Oklahoma","spring",0.322838622779695
"Hawaii","Oklahoma","spring",0.0427606177606178
"Idaho","Oklahoma","spring",0.116767676767677
"Illinois","Oklahoma","spring",0.363960749330955
"Indiana","Oklahoma","spring",0.315245232900104
"Iowa","Oklahoma","spring",0.302135605088108
"Kansas","Oklahoma","spring",0.452559462254395
"Kentucky","Oklahoma","spring",0.363282848956201
"Louisiana","Oklahoma","spring",0.375750051727705
"Maine","Oklahoma","spring",0.184258750229064
"Maryland","Oklahoma","spring",0.32159339324751
"Massachusetts","Oklahoma","spring",0.239005312868949
"Michigan","Oklahoma","spring",0.255628058727569
"Minnesota","Oklahoma","spring",0.246459671035271
"Mississippi","Oklahoma","spring",0.350763201320132
"Missouri","Oklahoma","spring",0.448849782677833
"Montana","Oklahoma","spring",0.126358695652174
"Nebraska","Oklahoma","spring",0.351135814403093
"Nevada","Oklahoma","spring",0.107300884955752
"New Hampshire","Oklahoma","spring",0.206958428870501
"New Jersey","Oklahoma","spring",0.294418799832144
"New Mexico","Oklahoma","spring",0.199751861042184
"New York","Oklahoma","spring",0.237358829568789
"North Carolina","Oklahoma","spring",0.298130972456436
"North Dakota","Oklahoma","spring",0.148982068221653
"Ohio","Oklahoma","spring",0.306108010376543
"Oregon","Oklahoma","spring",0.106533170064107
"Pennsylvania","Oklahoma","spring",0.27354160497483
"Rhode Island","Oklahoma","spring",0.230229885057471
"South Carolina","Oklahoma","spring",0.334713465700574
"South Dakota","Oklahoma","spring",0.212340048143925
"Tennessee","Oklahoma","spring",0.361717352415027
"Texas","Oklahoma","spring",0.33300803673938
"Utah","Oklahoma","spring",0.139561930606707
"Vermont","Oklahoma","spring",0.215340010542963
"Virginia","Oklahoma","spring",0.317335188190741
"Washington","Oklahoma","spring",0.104738154613466
"West Virginia","Oklahoma","spring",0.281627719580983
"Wisconsin","Oklahoma","spring",0.268137978972978
"Wyoming","Oklahoma","spring",0.105503539620918
